Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Emergency_Contact_Ext
S08683,Kenneth Brooks,2014-04-13,Grade 5,+18184558903,-
S08684,Taylor Hall,2010-12-12,Grade 5,+15854350772,9391
S08685,Monica Weiss,2008-06-04,Grade 1,+12695483550,92389
S08686,Christopher Andrews,2018-01-30,Grade 3,+19795919364,-
S08687,Kristi Thomas,2009-07-22,Grade 3,+13154453800,62007
S08688,Ryan Wilson,2009-06-08,Grade 1,+17578853275,1904
S08689,Nicole Golden,2016-09-28,Grade 5,+14258276727,-
S08690,Justin Braun,2013-11-27,Grade 1,+19653775197,74041
S08691,Sherri Friedman,2011-01-23,Grade 4,+18234120762,077
S08692,Kyle Mccarty,2017-10-03,Grade 4,+16632445981,-
S08693,Jessica Ortega,2013-11-19,Grade 1,+18443408988,-
S08694,Shane Zamora,2014-02-13,Grade 2,+12628269147,979
S08695,Ryan Mullins,2018-09-26,Grade 4,+15587928078,96130
S08696,Kayla Fuentes,2015-04-30,Grade 5,+19789022525,-
S08697,Shawn Riggs,2010-10-21,Grade 1,+13336529409,-
S08698,Debra Hines,2012-02-04,Grade 2,+18759035374,-
S08699,Latoya Ross,2008-08-09,Grade 3,+13327772148,-
S08700,Ronnie Barr,2007-06-25,Grade 3,+14735566039,-
S08701,Elizabeth Hoover,2019-02-13,Grade 2,-,-
S08702,Charles Parker,2007-05-26,Grade 2,+14249921015,6970
S08703,Franklin Johnston,2008-08-19,Grade 4,+14653091487,-
S08704,Andres Pugh,2016-10-02,Grade 1,+17495782026,78557
S08705,Ana Wong,2015-01-13,Grade 2,+14183967737,-
S08706,Eric Gibson,2018-02-08,Grade 1,+19988208061,9522
S08707,Matthew Parker,2015-05-16,Grade 4,+18669520895,87666
S08708,Ashley Davis,2018-11-11,Grade 4,+18525119899,668
S08709,Michael Davis,2013-08-29,Grade 2,-,-
S08710,Charles Hicks,2012-12-28,Grade 5,+16073143864,53064
S08711,Erika Page,2006-09-24,Grade 1,+15198848366,15395
S08712,Stephen Frye,2009-01-19,Grade 4,+13452243595,63551
S08713,Elaine Shields,2010-05-30,Grade 1,+17545193060,011
S08714,James Barnes,2016-10-13,Grade 3,+17247804082,49721
S08715,Morgan May,2018-05-05,Grade 1,+17485543285,449
S08716,Michael Lucas,2011-05-10,Grade 3,+15168759803,-
S08717,Darrell Gordon,2012-10-08,Grade 1,+18014379570,04535
S08718,Lauren Rush,2017-07-19,Grade 2,+14525894235,865
S08719,Robert Arnold,2012-07-23,Grade 4,+17286548911,-
S08720,Matthew Perez,2007-01-02,Grade 4,+13048043384,-
S08721,William Shah,2007-12-16,Grade 4,+12446460721,-
S08722,Jose Blankenship,2014-09-13,Grade 1,+14586536317,8720
S08723,Bobby Guerrero,2011-08-27,Grade 5,+19382922450,35958
S08724,Jasmine Thompson,2009-12-23,Grade 2,+14437292653,-
S08725,Kelsey Warner,2014-11-09,Grade 3,+14888592786,45746
S08726,Evan Washington,2016-06-02,Grade 1,+15352004123,905
S08727,Brandon Thompson,2017-08-30,Grade 4,+17325046926,-
S08728,Daniel Smith,2017-07-18,Grade 5,+19042136872,639
S08729,Stacy Mclean,2017-03-24,Grade 2,+16905134876,116
S08730,Zachary Mitchell,2017-01-18,Grade 3,+12694786689,2646
S08731,Sandra Jones,2006-05-29,Grade 5,+18979184830,98102
S08732,Rodney Erickson,2012-01-20,Grade 4,-,-
S08733,Jacob Dillon,2014-03-28,Grade 2,+19659697297,5672
S08734,Donna Bass,2010-06-17,Grade 4,+19452799135,176
S08735,Madison Thompson,2013-02-08,Grade 2,+12982845715,2339
S08736,Jacqueline Jackson,2013-08-08,Grade 1,+16697309900,-
S08737,Erica Greene,2010-09-20,Grade 4,+14285219091,71480
S08738,Candace Chen,2010-04-02,Grade 2,+17083656831,55620
S08739,Christopher Wallace,2010-01-03,Grade 4,+12359497034,214
S08740,Taylor Lopez,2016-10-03,Grade 5,+16467326046,62754
S08741,Jacqueline Cooper,2018-01-24,Grade 1,+19959928658,5485
S08742,Michelle Jones,2017-05-20,Grade 3,+13552340752,0106
S08743,Edgar Burns,2008-06-20,Grade 3,+19727729199,-
S08744,Rita Foster,2010-04-24,Grade 3,+13527822155,-
S08745,Jonathon Gonzalez,2006-10-11,Grade 1,+19037859373,-
S08746,Melissa Gutierrez,2010-06-29,Grade 4,+19727136817,7418
S08747,Jasmin Wood,2017-05-10,Grade 5,+19282979549,3469
S08748,Ryan Allison,2015-10-04,Grade 1,-,-
S08749,Robert Marks,2014-10-28,Grade 3,+13584653671,80165
S08750,Dakota Walker,2019-03-06,Grade 4,+14972921734,53808
S08751,Ashlee Jacobs,2007-08-10,Grade 4,-,-
S08752,Steven Villarreal,2015-12-07,Grade 5,+13874665594,-
S08753,Sergio Ward,2010-07-19,Grade 4,+16799908415,96289
S08754,Kevin Anderson,2008-10-20,Grade 4,+19433337081,6370
S08755,Katie Munoz,2014-04-21,Grade 2,+15489935315,-
S08756,Robert Williams,2007-04-21,Grade 2,+14593124884,-
S08757,Mark Curry,2018-07-10,Grade 1,+19316246277,727
S08758,Jared Harris,2006-12-11,Grade 5,+14998022504,-
S08759,Hannah Brown,2014-09-07,Grade 4,+14825515371,-
S08760,Darren Jones,2006-05-13,Grade 1,+12064382293,509
S08761,Debra Knapp,2019-02-21,Grade 4,+19065362168,-
S08762,Michael Serrano,2013-06-18,Grade 1,+16243406721,5460
S08763,Kelly Delgado,2009-02-12,Grade 1,+14152008795,-
S08764,Mary Eaton,2015-09-12,Grade 1,+16579980510,-
S08765,Edward Rodriguez,2017-01-09,Grade 1,+16404971814,99470
S08766,William Wells,2016-06-08,Grade 1,+13349932076,-
S08767,Morgan Huynh,2014-07-14,Grade 2,+17424171356,-
S08768,Joanna Jones,2015-07-30,Grade 5,+13142591601,-
S08769,Nicholas Soto,2006-05-27,Grade 1,+19956501309,3143
S08770,Anna Long,2014-12-19,Grade 1,+19815611668,19461
S08771,Jack Fox,2009-10-31,Grade 3,+12756210030,4606
S08772,Vanessa Nunez,2018-06-15,Grade 3,+19595132451,-
S08773,Daniel Gill,2011-03-19,Grade 5,+12364574930,7093
S08774,Scott Stephens,2015-01-06,Grade 3,+18328929220,5720
S08775,Tammy Chavez,2015-12-25,Grade 1,+16368331900,568
S08776,Martin Doyle,2009-11-01,Grade 5,+14719734661,29305
S08777,Savannah Duffy,2018-03-21,Grade 5,+14565581837,6620
S08778,Felicia Velasquez,2010-09-21,Grade 3,+16506288834,422
S08779,Matthew Cervantes,2018-05-27,Grade 5,+18838149173,6886
S08780,Andrew Martinez,2013-06-24,Grade 4,+14739510983,397
S08781,Wanda Clark,2011-05-07,Grade 4,-,-
S08782,Joanna Raymond,2017-04-12,Grade 2,+17572907267,46069
S08783,Amanda Baker,2010-11-14,Grade 2,+14649907837,-
S08784,James Sanders,2016-11-05,Grade 1,+18052645372,-
S08785,Mark Jackson,2012-06-20,Grade 3,+13977064248,-
S08786,Jason Martin,2017-09-04,Grade 1,+16372384255,51559
S08787,Johnny Yang,2019-01-22,Grade 4,+15218395747,02840
S08788,Michael Jones,2018-08-22,Grade 1,+17236591383,2131
S08789,Tina Kennedy,2018-09-26,Grade 4,+16925848436,-
S08790,Matthew Klein,2010-08-22,Grade 5,+12669123789,-
S08791,Sylvia Sullivan,2019-01-07,Grade 4,+13346483159,-
S08792,Jacob Garcia,2009-02-26,Grade 3,+12476102256,08131
S08793,Kayla Hall,2015-10-11,Grade 3,+18524951250,-
S08794,Cynthia Flores,2008-05-28,Grade 1,+13835841678,234
S08795,Matthew James,2014-02-22,Grade 1,+16957083416,-
S08796,Margaret Figueroa,2017-02-07,Grade 5,+16263125528,373
S08797,Todd Cooley,2015-08-22,Grade 5,+17387438517,108
S08798,Mrs. Lori Fields Dds,2010-01-22,Grade 1,+14475896280,095
S08799,Barbara Smith,2012-01-27,Grade 1,+14414849970,7110
S08800,Gabriella Lewis,2013-02-04,Grade 1,+16096258641,-
S08801,Gary Kelly,2008-04-26,Grade 3,+15614257833,459
S08802,Kathryn Roy,2008-12-23,Grade 1,+19608874393,-
S08803,Laura Lynch,2012-04-20,Grade 2,+13463047597,02364
S08804,Karen Aguilar,2007-11-01,Grade 1,+17318193307,-
S08805,Alexander Reed,2018-03-10,Grade 5,+15919018228,-
S08806,Kimberly West,2012-01-14,Grade 5,+18487892553,04263
S08807,David Weeks,2018-04-08,Grade 5,+16109608494,-
S08808,Donald Davis,2016-06-25,Grade 2,+19392005269,5201
S08809,Anne Moss,2016-05-19,Grade 2,+17939488395,573
S08810,James Mendoza,2015-03-28,Grade 2,+19644207276,-
S08811,Anthony Snyder,2007-08-12,Grade 3,+18912860450,-
S08812,Randall Williams,2015-08-04,Grade 5,+16287169824,173
S08813,Robert Martinez,2006-05-23,Grade 3,+16784276472,-
S08814,Ana King,2009-01-16,Grade 1,+12149657632,24882
S08815,Laura Adams,2016-01-09,Grade 5,+13075895476,663
S08816,Joseph Meadows,2015-11-05,Grade 4,+19788058966,-
S08817,Jason Johnson,2010-07-10,Grade 1,+14956786551,027
S08818,Kyle Martinez,2015-02-06,Grade 2,+18287426265,297
S08819,John Pennington,2017-06-17,Grade 3,+15177532760,-
S08820,Dana Robinson,2016-10-07,Grade 3,-,-
S08821,Jennifer Klein,2009-04-03,Grade 4,+15326084295,101
S08822,Elizabeth Wade,2015-08-06,Grade 5,+12602063896,-
S08823,Connie Skinner,2010-09-04,Grade 5,+14124149433,760
S08824,Jason Schneider,2006-11-23,Grade 3,-,-
S08825,Shawna Johnson,2017-10-12,Grade 2,+18472210324,-
S08826,William Robinson,2010-02-04,Grade 4,+15315853711,-
S08827,Kelly Walters,2008-02-07,Grade 1,+18215508127,-
S08828,Jeremy Henderson,2016-07-30,Grade 4,+12206054538,-
S08829,Madison Wilson,2009-01-30,Grade 5,+15014981932,32479
S08830,Anthony Martinez,2014-09-18,Grade 5,+12732828030,-
S08831,Stephen Tran,2010-03-17,Grade 5,+12399550184,2792
S08832,John Franklin,2010-01-07,Grade 1,+18526865747,4109
S08833,Ashley Clark,2014-09-13,Grade 1,+15819989611,-
S08834,Dr. Tyler Fitzgerald,2015-10-05,Grade 2,+18842817244,-
S08835,Ruth Sanchez,2016-07-11,Grade 4,+16082141140,704
S08836,Paul Yang,2011-10-19,Grade 2,+12533364643,4194
S08837,Kyle White,2017-08-22,Grade 3,+12498195967,9659
S08838,Jennifer Bishop,2016-01-10,Grade 2,+16956060723,-
S08839,Donna Duran,2012-02-01,Grade 4,+18783969997,-
S08840,Alexander Moreno,2011-07-28,Grade 3,+13558742465,727
S08841,Jennifer Ford,2012-10-18,Grade 3,+14702920107,28709
S08842,Daniel Myers,2007-08-01,Grade 2,+15623211203,03249
S08843,Jeffrey Reed,2011-08-01,Grade 5,+19813235080,0846
S08844,Alicia Wyatt,2009-10-25,Grade 2,+13868669044,81060
S08845,Christopher Wells,2009-02-21,Grade 4,+18363395831,-
S08846,Jamie Garcia,2017-10-27,Grade 4,+14165964814,549
S08847,David Harper,2016-12-21,Grade 1,-,-
S08848,John Peterson,2006-12-28,Grade 5,+13633033402,-
S08849,Duane White,2017-05-29,Grade 3,+14433239482,-
S08850,Jose Miller,2006-04-25,Grade 5,+19229097306,811
S08851,Jennifer Lambert,2014-06-21,Grade 2,+12406131369,-
S08852,Robert Anderson,2012-04-29,Grade 4,+18837386207,-
S08853,Kenneth Hunter,2013-11-04,Grade 3,+18709873357,68728
S08854,Michelle James,2010-08-05,Grade 3,+19454201132,36868
S08855,Sheri Beltran,2007-06-18,Grade 1,+17069261894,476
S08856,Tara Garcia,2010-07-27,Grade 1,+13729328761,02175
S08857,Sarah Ayala,2017-07-19,Grade 2,+19068478345,-
S08858,Philip Ortega,2009-10-19,Grade 4,+14356972644,-
S08859,William Smith,2018-08-10,Grade 5,+13552618093,-
S08860,Sheryl Ellis,2008-08-09,Grade 5,+14627113210,98470
S08861,Keith Moore,2018-09-04,Grade 1,+12108171779,9524
S08862,Michelle Miller,2008-11-11,Grade 3,+13054860871,-
S08863,Anthony Novak,2010-10-14,Grade 5,+12268018814,-
S08864,Joseph Hudson,2012-06-04,Grade 2,+18322168161,-
S08865,Joshua Watson,2015-12-02,Grade 4,+15078791418,-
S08866,Tony Pierce,2010-07-26,Grade 3,+13794825830,7366
S08867,John Harrell,2013-08-19,Grade 5,+15305127249,-
S08868,Tracy Newman,2016-02-12,Grade 2,+19346404423,-
S08869,Jeffrey Jensen,2014-12-12,Grade 5,+13063711229,128
S08870,Mary Rocha,2012-07-27,Grade 3,+16606111895,-
S08871,Christopher Patterson,2011-06-09,Grade 4,+14609946379,20117
S08872,Keith Garza,2018-02-10,Grade 4,+13556416124,05030
S08873,Joshua Kennedy,2013-07-20,Grade 4,+12427696191,57974
S08874,Colton Perry,2007-10-23,Grade 1,+13704682834,1374
S08875,Anna Sims,2016-03-30,Grade 4,+12918142538,-
S08876,Timothy Mclaughlin,2012-05-16,Grade 4,+17679574753,-
S08877,Maria Morgan,2015-10-13,Grade 1,+18324432475,1419
S08878,Paul Duran,2010-06-04,Grade 5,+16978676564,-
S08879,Valerie James,2019-02-09,Grade 1,+12056672067,67018
S08880,Scott Chavez,2011-05-21,Grade 1,+16977244718,4507
S08881,Gerald Gardner,2010-12-30,Grade 1,+12246474660,6373
S08882,James Mosley,2018-04-20,Grade 4,+18252138077,-
S08883,Angela King,2010-03-30,Grade 3,+19142962228,-
S08884,Charles Watson,2008-01-29,Grade 4,+18452816740,-
S08885,Joseph Williams,2013-03-31,Grade 1,+12742624898,7181
S08886,Dorothy Garza,2016-11-15,Grade 3,+12669572580,58848
S08887,Kevin Thomas,2006-07-15,Grade 1,+15403991242,441
S08888,Jane Anderson,2018-01-08,Grade 1,+16668478709,22905
S08889,Crystal Brown,2012-10-27,Grade 3,+19932455371,12513
S08890,Chad Tanner,2010-10-18,Grade 2,+14504565368,-
S08891,Janet Duffy,2015-11-25,Grade 3,+12234743112,-
S08892,Emily Mack,2017-10-26,Grade 2,+14445447718,1492
S08893,Kelly Nolan,2010-01-23,Grade 1,+15778771175,556
S08894,Cassandra Martin,2017-05-14,Grade 4,+19863579275,0665
S08895,Linda Young,2016-07-05,Grade 4,+19984301016,4813
S08896,Katherine Edwards,2008-07-15,Grade 3,+12875884799,5876
S08897,Rebecca Miller,2018-05-14,Grade 4,+16959274349,3883
S08898,Christopher Gonzales,2015-02-27,Grade 1,-,-
S08899,Alison Rios,2016-08-04,Grade 1,+13567933691,-
S08900,Jose Porter,2015-02-13,Grade 2,+17273859270,600
S08901,Lisa Harris,2012-11-01,Grade 4,+14853243597,51283
S08902,Crystal Santos,2016-11-11,Grade 5,+19395806498,-
S08903,Crystal Mitchell,2010-07-25,Grade 2,+16696026390,7575
S08904,Rhonda Daniels,2007-02-20,Grade 5,+15039183700,70931
S08905,Ryan Mitchell,2007-06-24,Grade 2,+14253485438,-
S08906,Anna Turner,2017-03-25,Grade 2,+19812080602,17777
S08907,Michelle Mejia,2006-05-17,Grade 2,+18758496231,31427
S08908,Jay Chan Md,2016-02-14,Grade 5,+12944860560,-
S08909,Jose Sanchez,2011-02-23,Grade 1,+14047513267,2395
S08910,Bethany Everett,2008-01-02,Grade 4,-,-
S08911,Jimmy Jarvis,2016-07-30,Grade 4,+13212836809,97733
S08912,Michael Brown,2012-06-02,Grade 4,+18373603729,-
S08913,Michael Matthews,2009-03-13,Grade 1,+19822154112,-
S08914,Kathleen Melendez,2011-05-09,Grade 1,+16733281717,0733
S08915,Christopher Steele,2015-03-01,Grade 2,+18893885801,-
S08916,Edward Wright,2017-02-02,Grade 4,+19227904661,964
S08917,Cody Keith,2013-04-13,Grade 2,+19915595929,90554
S08918,Ashley Johnson,2018-12-17,Grade 2,+12013962676,7681
S08919,Susan Bentley,2016-07-11,Grade 4,+14975470711,64681
S08920,Allen Lutz,2013-05-17,Grade 4,+16303755873,88081
S08921,Stephanie Grimes,2006-08-25,Grade 2,+14369407922,920
S08922,Michael Young,2014-09-18,Grade 5,+19833291516,66267
S08923,Melissa Castro,2006-08-28,Grade 2,+12842072825,-
S08924,Kurt Baker,2010-05-09,Grade 1,+14494346835,-
S08925,Diane Christensen,2017-09-10,Grade 2,+12576658415,-
S08926,Sherry Reese,2013-08-09,Grade 2,-,-
S08927,Jessica Huber,2016-02-10,Grade 3,+14692906602,-
S08928,Patricia Meyer,2011-09-09,Grade 5,+14263881614,9910
S08929,Johnathan Herman Jr.,2015-03-30,Grade 4,+16846386628,642
S08930,Matthew Harding,2007-07-02,Grade 4,+15516080413,-
S08931,Michelle Martin,2010-06-01,Grade 3,+14968944682,78360
S08932,Julie Kane,2009-09-09,Grade 3,+19595516004,-
S08933,Scott Walker,2013-07-08,Grade 5,-,-
S08934,David Levine,2016-05-07,Grade 1,+16979979812,-
S08935,Melissa Fisher,2016-04-19,Grade 5,+14596078576,72651
S08936,Priscilla Reynolds,2011-02-02,Grade 5,+17802615072,-
S08937,Michael Johnson,2010-08-27,Grade 4,+18945417571,-
S08938,Michael Foster,2009-12-16,Grade 5,+14076353497,8994
S08939,Brian Jefferson,2018-06-05,Grade 5,+16698542982,-
S08940,Judith Ruiz,2018-03-11,Grade 2,+15193287814,-
S08941,Jennifer Barnes,2011-12-15,Grade 3,+18869671235,902
S08942,Brittany Turner,2008-11-07,Grade 4,+18958714337,57693
S08943,James Rice,2007-10-28,Grade 5,+19443651137,1322
S08944,Samantha Price,2016-02-17,Grade 3,+16372637766,-
S08945,Carrie Kent,2006-10-30,Grade 4,+19636631092,06134
S08946,Alicia Hoover,2018-06-11,Grade 2,+16835917669,-
S08947,Sarah Alexander,2013-04-14,Grade 4,+13826794616,8270
S08948,Jennifer Stein,2012-11-24,Grade 2,+16998843844,-
S08949,Ethan Miller,2009-08-08,Grade 2,+18568096100,14708
S08950,Jason Lawrence,2006-11-16,Grade 3,+16428255061,484
S08951,Jordan Hanna,2013-04-21,Grade 2,+14542721341,65332
S08952,Deanna Bailey,2016-04-05,Grade 1,+14894539273,94658
S08953,Jessica Garrett,2017-06-30,Grade 4,+19442685471,856
S08954,Lindsay Brooks,2017-07-15,Grade 4,+15096657120,167
S08955,Donna Martin,2011-07-18,Grade 3,+17668503166,513
S08956,Brian Evans,2012-04-09,Grade 4,+18449832938,-
S08957,Ryan Smith,2008-08-30,Grade 2,-,-
S08958,George Martinez,2012-11-12,Grade 4,+13877283188,153
S08959,Edward Sanders,2018-12-21,Grade 5,+13096898353,-
S08960,Sherry Smith,2006-04-19,Grade 2,+15412144047,-
S08961,Brenda Herring,2012-04-22,Grade 2,+19746693850,-
S08962,Karen Brewer,2009-01-27,Grade 4,+12008798436,5044
S08963,Shelby Bradley,2007-10-17,Grade 2,+17692868581,300
S08964,Jeremy Todd,2007-04-17,Grade 3,+18823937453,006
S08965,Samantha Carter,2011-12-10,Grade 4,+18638520662,-
S08966,Courtney Cook,2009-08-09,Grade 4,+18065739635,7029
S08967,Michelle Richmond,2012-02-19,Grade 4,+15594214574,-
S08968,Christina Matthews,2010-07-25,Grade 1,+13896563633,-
S08969,Sandra Lee,2017-05-12,Grade 3,+15614618675,08647
S08970,Jessica Dunn,2014-01-29,Grade 4,+15936427169,953
S08971,Scott Underwood,2014-01-29,Grade 1,+18429854415,-
S08972,Brandon Blake,2014-09-08,Grade 5,+19296152781,0763
S08973,Jordan Davenport,2008-11-17,Grade 1,+13089186158,19217
S08974,Robin Ellison,2017-09-24,Grade 1,+16528276697,-
S08975,Christina Clark,2014-09-01,Grade 3,-,-
S08976,Eric Foster,2006-05-12,Grade 3,+14808297181,-
S08977,Shannon Dunn,2010-09-09,Grade 5,+17476931307,3296
S08978,David Morrow,2016-10-01,Grade 4,+14848990711,-
S08979,Samantha Alvarez,2014-08-05,Grade 1,+16344120370,576
S08980,Jordan Liu,2015-10-16,Grade 3,+12533537904,175
S08981,Patricia Brown,2008-12-25,Grade 2,+12272252616,64815
S08982,Dr. Catherine Cook,2014-12-30,Grade 5,+13868428894,16829
S08983,Keith Rios,2014-12-22,Grade 3,-,-
S08984,Jon Fisher,2011-01-29,Grade 5,+12043450062,417
S08985,Jesse Norris,2015-03-05,Grade 5,+15659986237,-
S08986,Justin Castaneda,2011-08-10,Grade 3,+16113456775,-
S08987,Kimberly Graves,2015-09-02,Grade 4,+16769482124,-
S08988,Kari Luna,2018-07-31,Grade 3,+14575026175,2839
S08989,Miranda Howard,2014-10-15,Grade 2,+12043073617,10883
S08990,Jeanette Fletcher,2008-05-18,Grade 2,+16614422996,12804
S08991,Richard Bradford,2018-10-23,Grade 2,+13799688704,2783
S08992,Samantha Colon,2016-09-28,Grade 1,+19393540177,-
S08993,Melinda Garcia,2013-01-29,Grade 4,-,-
S08994,Andrea Day,2018-12-22,Grade 1,+14907999580,60134
S08995,William Baxter,2018-07-04,Grade 1,-,-
S08996,Ryan Gordon,2006-12-18,Grade 5,+15233689204,726
S08997,Kimberly Wilkins,2011-09-08,Grade 5,+12067351715,-
S08998,John Perry,2010-09-06,Grade 1,+13726736178,-
S08999,David Valencia,2017-05-11,Grade 3,+17458360252,-
S09000,Joy Morris,2006-05-09,Grade 4,+12182949913,985
S09001,Matthew Phillips,2017-05-24,Grade 2,+14516065582,729
S09002,Mathew Dennis,2007-02-11,Grade 4,+12649934589,26276
S09003,Michael Haney,2008-01-12,Grade 5,-,-
S09004,Melinda Riley,2006-04-28,Grade 5,+17472835818,043
S09005,Heather Escobar,2012-10-07,Grade 3,+19699170412,9078
S09006,Katie Andrews,2008-07-04,Grade 5,+15175313011,-
S09007,Kevin Kim,2011-01-29,Grade 4,+19958139316,-
S09008,Jennifer Park,2017-06-09,Grade 2,+19385710915,-
S09009,Steven Acevedo,2017-12-08,Grade 2,+19355488641,-
S09010,Anthony Leblanc,2008-08-10,Grade 5,+18122656151,-
S09011,Robert Holt,2010-12-25,Grade 2,+12583214198,5124
S09012,Alexandra Mejia,2015-09-24,Grade 4,+16824287204,-
S09013,Ashley Carlson,2010-09-22,Grade 1,-,-
S09014,James Leonard,2009-10-18,Grade 2,+12614556492,-
S09015,Adrienne Brown,2006-07-04,Grade 3,+18913165741,398
S09016,Erin Joseph,2013-09-17,Grade 3,+17918359135,7994
S09017,Jessica Cain,2017-09-23,Grade 1,+15533168474,9848
S09018,Benjamin Pace,2016-12-24,Grade 2,+12934724531,-
S09019,Joel Brown,2009-12-01,Grade 5,+16054640430,-
S09020,Sharon Beck,2014-02-11,Grade 3,+18026662975,679
S09021,Jessica Hawkins,2008-11-29,Grade 4,+17876728107,03383
S09022,Mr. Devin Reynolds,2008-11-10,Grade 4,+18264405810,782
S09023,Kristen Higgins,2015-07-19,Grade 4,+12926218401,468
S09024,Cathy Giles,2016-06-13,Grade 2,-,-
S09025,Jeffrey Brown,2008-01-27,Grade 2,+12616257729,9521
S09026,Steve Reyes Dds,2013-03-03,Grade 2,+14548810649,580
S09027,Nicole Harper,2009-03-06,Grade 3,+13327414890,-
S09028,Charles Fisher,2010-08-14,Grade 5,+13879997694,6083
S09029,Kenneth Sims,2011-08-25,Grade 4,+19152537239,-
S09030,Nicholas Riley,2007-09-28,Grade 2,+18073192284,-
S09031,William Martin,2013-05-20,Grade 2,+18159357647,62322
S09032,Robert Pugh,2007-01-31,Grade 5,+13724022904,06344
S09033,Leah Harris,2014-04-04,Grade 1,+16997307758,-
S09034,Michael Franklin,2009-03-22,Grade 4,+17417227596,3166
S09035,Daniel Cook,2012-04-29,Grade 4,+19509896784,055
S09036,Katherine Dunn,2016-08-06,Grade 2,+18757067149,-
S09037,Ernest Reilly,2018-05-09,Grade 2,+16447049715,726
S09038,Karen Rivera,2013-02-18,Grade 3,+19925644994,-
S09039,Justin Perez,2009-10-13,Grade 5,+19857684663,-
S09040,Heather Thompson,2011-07-24,Grade 2,+16087030475,-
S09041,Morgan Garcia,2013-06-02,Grade 2,+16775131196,-
S09042,Jacob Hodges,2009-01-02,Grade 3,+15428428623,43767
S09043,Mr. David Avila,2012-08-19,Grade 4,+16747276586,81964
S09044,William Ferguson,2014-07-19,Grade 2,+17783125025,-
S09045,Jamie Anderson,2013-01-31,Grade 5,+17486601981,491
S09046,April Jensen,2010-06-12,Grade 4,+13144958132,-
S09047,Lisa Patel,2015-12-13,Grade 5,+12872001654,98424
S09048,Joseph Chaney,2018-02-10,Grade 1,+18873224204,-
S09049,Jessica Crawford,2013-10-04,Grade 2,+14363525057,43302
S09050,Kristen Harper,2007-11-24,Grade 4,+17385536715,-
S09051,Sara Ferguson,2018-11-07,Grade 2,+16828963097,852
S09052,Amber Phillips,2009-01-25,Grade 2,+19142975937,242
S09053,Heather Welch,2014-11-23,Grade 4,+18469250966,1725
S09054,Victoria Thomas,2010-10-31,Grade 5,+15933460066,9217
S09055,Daniel Proctor,2008-12-06,Grade 3,+18755180650,-
S09056,Catherine Fuller,2012-08-09,Grade 4,+19357791246,-
S09057,Robert Hancock,2008-10-06,Grade 2,+18594021256,29229
S09058,William Barker,2012-02-20,Grade 2,+19576499592,-
S09059,Richard Martinez,2016-10-24,Grade 2,+16946839904,2600
S09060,Kelly Dougherty,2011-01-18,Grade 5,+12679206015,11512
S09061,Brandi Fuller,2011-08-24,Grade 4,+16385824229,60322
S09062,William Cook V,2012-09-25,Grade 5,+16833881778,-
S09063,Jason Hendrix,2007-07-26,Grade 4,+12985720131,121
S09064,Monica Peterson,2010-11-30,Grade 1,+13095548917,2335
S09065,Bonnie Chavez,2015-05-19,Grade 3,+16979456002,-
S09066,Kelsey Moore,2014-07-06,Grade 3,+14019355842,-
S09067,Sharon Hart,2006-04-29,Grade 1,+13133066640,06064
S09068,Cynthia Murray,2019-01-17,Grade 5,+13152904085,79359
S09069,Emma Cox,2019-03-02,Grade 1,+13073855467,5500
S09070,Stephanie Stewart,2018-01-26,Grade 4,+18938088195,4027
S09071,Lori Ramirez,2013-09-05,Grade 4,-,-
S09072,Logan Gonzalez,2013-04-03,Grade 2,+17683950427,-
S09073,Travis Clayton,2009-05-29,Grade 1,+15064835750,5284
S09074,Michael Conrad,2016-02-10,Grade 3,+16032667953,-
S09075,Caroline Young,2013-06-27,Grade 2,+16119699254,044
S09076,Amanda Page,2009-08-23,Grade 4,+16552210240,182
S09077,Billy Roberts,2016-10-27,Grade 3,+13092985119,-
S09078,Eric Kelly,2010-05-31,Grade 4,+15514414125,114
S09079,Veronica Shepard,2007-12-18,Grade 2,+17642834163,5155
S09080,Matthew Key,2009-02-05,Grade 2,+12887833124,-
S09081,Jessica Dixon,2017-07-23,Grade 4,+17905389743,277
S09082,Brian West,2011-06-29,Grade 3,+19924594056,-
S09083,Judith Norman,2010-09-27,Grade 1,+12265402916,79306
S09084,Mark Taylor,2008-07-01,Grade 2,-,-
S09085,Christopher Rogers,2018-01-31,Grade 3,+19098241281,-
S09086,Elizabeth Walker,2014-10-23,Grade 4,+19454087711,94105
S09087,Casey Smith,2016-05-19,Grade 4,+17798687722,-
S09088,Debra Johnson,2018-09-12,Grade 2,+14078739090,29077
S09089,Mario Miller Jr.,2012-06-12,Grade 1,+16536468792,52981
S09090,Wesley Rose,2011-04-22,Grade 2,+13028688466,68832
S09091,Denise Barrera,2008-07-23,Grade 2,+15427148463,828
S09092,Clinton Doyle,2019-02-21,Grade 1,+18618460665,9697
S09093,Dr. Jonathan Brown Md,2006-03-13,Grade 4,+16649017373,-
S09094,Parker Mitchell,2014-06-14,Grade 1,+18082556153,45858
S09095,Wanda Morse,2011-12-05,Grade 4,-,-
S09096,Alexander Miller,2012-04-05,Grade 4,+16523919765,03359
S09097,Kyle Lopez,2011-04-05,Grade 2,+15635523920,-
S09098,Chase Evans,2010-01-13,Grade 1,+17218908950,-
S09099,Janice Johnson,2015-05-13,Grade 5,+15282303093,8373
